
'utc': '2020-05-18 02:43:31.942093', 'gpstime': '122506.00', 'lat': '5351.96158', 'lon': '00107.56145', 'fix': '1', 'nsat': '07', 'HDOP': '1.44', 'alt': '53.1', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 25.558098725871673, 'Humidity': 37.473105973907074, 'Sampling Period': 10.16870403289795, 'PM1': 5.308888912200928, 'PM2.5': 10.320170402526855, 'PM10': 52.71492385864258
'utc': '2020-05-18 03:21:58.895736', 'gpstime': '130332.00', 'lat': '5353.03063', 'lon': '00105.76779', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '-3.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.917219806210426, 'Humidity': 38.67856870374609, 'Sampling Period': 10.171648025512695, 'PM1': 5.193071365356445, 'PM2.5': 9.990360260009766, 'PM10': 19.055572509765625
'utc': '2020-05-18 03:22:09.045597', 'gpstime': '130342.00', 'lat': '5353.04924', 'lon': '00105.76807', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '-4.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.77836270695049, 'Humidity': 39.49950408178836, 'Sampling Period': 10.160981178283691, 'PM1': 5.7891764640808105, 'PM2.5': 14.649206161499023, 'PM10': 88.61650848388672
'utc': '2020-05-18 03:22:19.188296', 'gpstime': '130352.00', 'lat': '5353.06958', 'lon': '00105.77077', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '0.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.65018692301824, 'Humidity': 39.305714503700315, 'Sampling Period': 10.158421516418457, 'PM1': 1.424507975578308, 'PM2.5': 5.045228958129883, 'PM10': 57.631797790527344
'utc': '2020-05-18 03:22:29.332466', 'gpstime': '130402.00', 'lat': '5353.08419', 'lon': '00105.78068', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '-2.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.538033112077514, 'Humidity': 39.75432974746319, 'Sampling Period': 10.169002532958984, 'PM1': 10.823955535888672, 'PM2.5': 19.687118530273438, 'PM10': 43.615966796875
'utc': '2020-05-18 03:22:39.511243', 'gpstime': '130413.00', 'lat': '5353.09930', 'lon': '00105.78440', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '2.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.383154039826053, 'Humidity': 40.43335622186618, 'Sampling Period': 10.17192554473877, 'PM1': 9.526389122009277, 'PM2.5': 17.554489135742188, 'PM10': 82.70829010009766
'utc': '2020-05-18 03:23:01.599583', 'gpstime': '130435.00', 'lat': '5353.13058', 'lon': '00105.77998', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '8.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.268329900053402, 'Humidity': 40.46387426565957, 'Sampling Period': 22.150379180908203, 'PM1': 0.0030511822551488876, 'PM2.5': 0.003250172594562173, 'PM10': 0.003250172594562173
'utc': '2020-05-18 03:23:11.786180', 'gpstime': '130445.00', 'lat': '5353.14914', 'lon': '00105.78397', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '9.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.98527504386969, 'Humidity': 41.225299458304725, 'Sampling Period': 10.166315078735352, 'PM1': 2.782810688018799, 'PM2.5': 8.99239444732666, 'PM10': 50.7789192199707
'utc': '2020-05-18 03:23:21.953310', 'gpstime': '130455.00', 'lat': '5353.16651', 'lon': '00105.78369', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '14.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.84374761577783, 'Humidity': 41.48622873273823, 'Sampling Period': 10.172117233276367, 'PM1': 6.038082122802734, 'PM2.5': 13.301104545593262, 'PM10': 39.86756134033203
'utc': '2020-05-18 03:23:32.105847', 'gpstime': '130505.00', 'lat': '5353.18053', 'lon': '00105.78774', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '16.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.75829709315633, 'Humidity': 41.187151903562985, 'Sampling Period': 10.169450759887695, 'PM1': 4.787594318389893, 'PM2.5': 11.133621215820312, 'PM10': 63.02345657348633
'utc': '2020-05-18 03:23:42.258216', 'gpstime': '130515.00', 'lat': '5353.19027', 'lon': '00105.79552', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '10.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.63012130922408, 'Humidity': 42.0355535210193, 'Sampling Period': 10.160575866699219, 'PM1': 3.013162612915039, 'PM2.5': 10.041657447814941, 'PM10': 28.349096298217773
'utc': '2020-05-18 03:23:52.412965', 'gpstime': '130525.00', 'lat': '5353.19913', 'lon': '00105.80010', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '13.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.58739604791333, 'Humidity': 42.42008087281605, 'Sampling Period': 10.169535636901855, 'PM1': 1.7825558185577393, 'PM2.5': 5.812864303588867, 'PM10': 11.482976913452148
'utc': '2020-05-18 03:24:14.483252', 'gpstime': '130547.00', 'lat': '5353.19941', 'lon': '00105.80051', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '12.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.58739604791333, 'Humidity': 44.58991378652628, 'Sampling Period': 22.133760452270508, 'PM1': 0.036637965589761734, 'PM2.5': 0.10310288518667221, 'PM10': 0.1368747353553772
'utc': '2020-05-18 03:24:24.651159', 'gpstime': '130558.00', 'lat': '5353.20200', 'lon': '00105.80950', 'fix': '1', 'nsat': '05', 'HDOP': '1.99', 'alt': '10.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.600747692072943, 'Humidity': 43.9810788128481, 'Sampling Period': 10.170623779296875, 'PM1': 1.574599266052246, 'PM2.5': 3.8839468955993652, 'PM10': 16.812692642211914
'utc': '2020-05-18 03:24:34.832210', 'gpstime': '130608.00', 'lat': '5353.21168', 'lon': '00105.81343', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '1.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.67284657053483, 'Humidity': 43.97650110627909, 'Sampling Period': 10.182463645935059, 'PM1': 4.1668596267700195, 'PM2.5': 7.974476337432861, 'PM10': 24.906574249267578
'utc': '2020-05-18 03:24:45.024118', 'gpstime': '130618.00', 'lat': '5353.22997', 'lon': '00105.80968', 'fix': '1', 'nsat': '06', 'HDOP': '1.93', 'alt': '-4.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.616769665064467, 'Humidity': 43.25780117494469, 'Sampling Period': 10.168426513671875, 'PM1': 3.9449543952941895, 'PM2.5': 12.247258186340332, 'PM10': 71.65447998046875
'utc': '2020-05-18 03:24:55.173675', 'gpstime': '130628.00', 'lat': '5353.25193', 'lon': '00105.78074', 'fix': '1', 'nsat': '06', 'HDOP': '1.10', 'alt': '-3.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.531319142442968, 'Humidity': 42.912947280079344, 'Sampling Period': 10.168255805969238, 'PM1': 2.7674500942230225, 'PM2.5': 3.704235076904297, 'PM10': 23.61918067932129
'utc': '2020-05-18 03:25:05.323243', 'gpstime': '130638.00', 'lat': '5353.27158', 'lon': '00105.75586', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '-4.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.445868619821468, 'Humidity': 42.72526131074998, 'Sampling Period': 10.164714813232422, 'PM1': 3.6963107585906982, 'PM2.5': 11.002079963684082, 'PM10': 49.357295989990234
'utc': '2020-05-18 03:25:27.399287', 'gpstime': '130700.00', 'lat': '5353.30997', 'lon': '00105.68527', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-8.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.419165331502256, 'Humidity': 43.2623788815137, 'Sampling Period': 22.139562606811523, 'PM1': 0.012905197218060493, 'PM2.5': 0.03194951266050339, 'PM10': 3.958907127380371
'utc': '2020-05-18 03:25:37.571299', 'gpstime': '130711.00', 'lat': '5353.33350', 'lon': '00105.65998', 'fix': '1', 'nsat': '06', 'HDOP': '1.93', 'alt': '-8.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.205539024948507, 'Humidity': 43.47295338368811, 'Sampling Period': 10.172863960266113, 'PM1': 6.084730625152588, 'PM2.5': 14.242033004760742, 'PM10': 39.92743682861328
'utc': '2020-05-18 03:25:47.748050', 'gpstime': '130721.00', 'lat': '5353.35488', 'lon': '00105.64431', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-9.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.149462119478144, 'Humidity': 42.88242923628595, 'Sampling Period': 10.172479629516602, 'PM1': 2.334043025970459, 'PM2.5': 4.708584785461426, 'PM10': 6.397457599639893
'utc': '2020-05-18 03:25:57.926046', 'gpstime': '130731.00', 'lat': '5353.36941', 'lon': '00105.64298', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-14.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.13611047531853, 'Humidity': 43.59197375448234, 'Sampling Period': 10.167936325073242, 'PM1': 8.750053405761719, 'PM2.5': 15.170825958251953, 'PM10': 26.495960235595703
'utc': '2020-05-18 03:26:08.082824', 'gpstime': '130741.00', 'lat': '5353.38994', 'lon': '00105.65108', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-16.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.077363241016258, 'Humidity': 44.69367513542382, 'Sampling Period': 10.16543960571289, 'PM1': 2.9747543334960938, 'PM2.5': 7.500854015350342, 'PM10': 13.676192283630371
'utc': '2020-05-18 03:26:18.231844', 'gpstime': '130751.00', 'lat': '5353.41113', 'lon': '00105.66094', 'fix': '1', 'nsat': '06', 'HDOP': '1.92', 'alt': '-14.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.005264362554357, 'Humidity': 44.55786984054322, 'Sampling Period': 10.17024040222168, 'PM1': 2.9808998107910156, 'PM2.5': 7.600924015045166, 'PM10': 21.337459564208984
'utc': '2020-05-18 03:26:40.319420', 'gpstime': '130813.00', 'lat': '5353.42367', 'lon': '00105.65794', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-13.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.005264362554357, 'Humidity': 43.857480735484856, 'Sampling Period': 22.16979217529297, 'PM1': 0.001303587923757732, 'PM2.5': 0.0013886045198887587, 'PM10': 0.0013886045198887587
'utc': '2020-05-18 03:26:50.496326', 'gpstime': '130823.00', 'lat': '5353.42931', 'lon': '00105.65781', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-4.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.034637979705508, 'Humidity': 45.41390096894789, 'Sampling Period': 10.167722702026367, 'PM1': 7.205842971801758, 'PM2.5': 15.95520305633545, 'PM10': 162.311279296875
'utc': '2020-05-18 03:27:00.677591', 'gpstime': '130834.00', 'lat': '5353.43210', 'lon': '00105.65606', 'fix': '1', 'nsat': '07', 'HDOP': '1.09', 'alt': '-4.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.149462119478144, 'Humidity': 46.039520866712444, 'Sampling Period': 10.173077583312988, 'PM1': 0.4469163715839386, 'PM2.5': 0.5553464889526367, 'PM10': 10.204076766967773
'utc': '2020-05-18 03:27:10.848310', 'gpstime': '130844.00', 'lat': '5353.43152', 'lon': '00105.65422', 'fix': '1', 'nsat': '06', 'HDOP': '1.27', 'alt': '-4.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.261615930418856, 'Humidity': 47.01915007248036, 'Sampling Period': 10.172991752624512, 'PM1': 2.140608549118042, 'PM2.5': 7.059767723083496, 'PM10': 28.287738800048828
'utc': '2020-05-18 03:27:21.010133', 'gpstime': '130854.00', 'lat': '5353.42942', 'lon': '00105.65531', 'fix': '1', 'nsat': '06', 'HDOP': '1.27', 'alt': '-1.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.403143358510718, 'Humidity': 47.93011367971313, 'Sampling Period': 10.169066429138184, 'PM1': 3.675748825073242, 'PM2.5': 11.782567977905273, 'PM10': 198.3291473388672
'utc': '2020-05-18 03:27:31.159755', 'gpstime': '130904.00', 'lat': '5353.42591', 'lon': '00105.64938', 'fix': '1', 'nsat': '05', 'HDOP': '1.30', 'alt': '-2.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.54467078660258, 'Humidity': 49.73067826352331, 'Sampling Period': 10.16870403289795, 'PM1': 3.9354989528656006, 'PM2.5': 7.986889362335205, 'PM10': 44.75397872924805
'utc': '2020-05-18 03:27:53.464435', 'gpstime': '130926.00', 'lat': '5353.42620', 'lon': '00105.64641', 'fix': '1', 'nsat': '06', 'HDOP': '1.27', 'alt': '-4.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.686198214694443, 'Humidity': 46.06851300831617, 'Sampling Period': 22.377195358276367, 'PM1': 0.021039916202425957, 'PM2.5': 0.08512886613607407, 'PM10': 0.1208929792046547
'utc': '2020-05-18 03:28:03.629749', 'gpstime': '130937.00', 'lat': '5353.42406', 'lon': '00105.64669', 'fix': '1', 'nsat': '05', 'HDOP': '1.30', 'alt': '-4.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.84374761577783, 'Humidity': 42.77103837644007, 'Sampling Period': 10.172053337097168, 'PM1': 116.39775848388672, 'PM2.5': 191.1866455078125, 'PM10': 198.9290313720703
'utc': '2020-05-18 03:28:13.800342', 'gpstime': '130947.00', 'lat': '5353.42317', 'lon': '00105.64633', 'fix': '1', 'nsat': '07', 'HDOP': '1.08', 'alt': '-6.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.94254978255894, 'Humidity': 42.67032883192187, 'Sampling Period': 10.170751571655273, 'PM1': 67.56427764892578, 'PM2.5': 91.30696105957031, 'PM10': 99.88240814208984
'utc': '2020-05-18 03:28:23.974242', 'gpstime': '130957.00', 'lat': '5353.42201', 'lon': '00105.64776', 'fix': '1', 'nsat': '07', 'HDOP': '1.08', 'alt': '-9.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.02800030518044, 'Humidity': 42.38651102464332, 'Sampling Period': 10.172096252441406, 'PM1': 58.69501495361328, 'PM2.5': 71.92662811279297, 'PM10': 87.84307098388672
'utc': '2020-05-18 03:28:34.135541', 'gpstime': '131007.00', 'lat': '5353.42204', 'lon': '00105.64749', 'fix': '1', 'nsat': '07', 'HDOP': '1.08', 'alt': '-8.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.097428854810403, 'Humidity': 42.867170214389255, 'Sampling Period': 10.167957305908203, 'PM1': 67.653564453125, 'PM2.5': 78.88074493408203, 'PM10': 107.96355438232422
'utc': '2020-05-18 03:28:44.288165', 'gpstime': '131017.00', 'lat': '5353.41975', 'lon': '00105.64749', 'fix': '1', 'nsat': '07', 'HDOP': '1.08', 'alt': '-11.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.209582665751128, 'Humidity': 43.16014343480583, 'Sampling Period': 10.15993595123291, 'PM1': 78.14215850830078, 'PM2.5': 89.3776626586914, 'PM10': 105.56642150878906
'utc': '2020-05-18 03:29:06.358437', 'gpstime': '131039.00', 'lat': '5353.42315', 'lon': '00105.64698', 'fix': '1', 'nsat': '07', 'HDOP': '1.07', 'alt': '-5.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.252307927061878, 'Humidity': 42.355992980849926, 'Sampling Period': 22.150741577148438, 'PM1': 0.3958889842033386, 'PM2.5': 0.44671157002449036, 'PM10': 0.448318213224411
'utc': '2020-05-18 03:29:16.537341', 'gpstime': '131050.00', 'lat': '5353.42321', 'lon': '00105.64733', 'fix': '1', 'nsat': '07', 'HDOP': '1.07', 'alt': '-5.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.311055161364152, 'Humidity': 41.44350347142748, 'Sampling Period': 10.165268898010254, 'PM1': 39.99282455444336, 'PM2.5': 51.70134353637695, 'PM10': 105.6115493774414
'utc': '2020-05-18 03:29:26.706754', 'gpstime': '131100.00', 'lat': '5353.42520', 'lon': '00105.64671', 'fix': '1', 'nsat': '07', 'HDOP': '1.07', 'alt': '-3.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.383154039826053, 'Humidity': 40.56000610360876, 'Sampling Period': 10.165205001831055, 'PM1': 2.266965389251709, 'PM2.5': 8.404549598693848, 'PM10': 16.069503784179688
'utc': '2020-05-18 03:29:36.872386', 'gpstime': '131110.00', 'lat': '5353.42594', 'lon': '00105.64648', 'fix': '1', 'nsat': '07', 'HDOP': '3.16', 'alt': '0.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.383154039826053, 'Humidity': 40.14038300144961, 'Sampling Period': 10.171968460083008, 'PM1': 2.749634265899658, 'PM2.5': 9.11719799041748, 'PM10': 32.46990203857422
'utc': '2020-05-18 03:29:47.048814', 'gpstime': '131120.00', 'lat': '5353.42567', 'lon': '00105.64655', 'fix': '1', 'nsat': '06', 'HDOP': '1.08', 'alt': '2.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.425879301136803, 'Humidity': 40.772106507972836, 'Sampling Period': 10.172245025634766, 'PM1': 2.774745225906372, 'PM2.5': 9.142163276672363, 'PM10': 34.221500396728516
'utc': '2020-05-18 03:29:57.198379', 'gpstime': '131130.00', 'lat': '5353.42585', 'lon': '00105.64690', 'fix': '1', 'nsat': '07', 'HDOP': '1.04', 'alt': '2.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.465934233615627, 'Humidity': 41.65560387579156, 'Sampling Period': 10.158997535705566, 'PM1': 2.5023510456085205, 'PM2.5': 8.575772285461426, 'PM10': 21.25413703918457
'utc': '2020-05-18 03:30:19.759666', 'gpstime': '131153.00', 'lat': '5353.43075', 'lon': '00105.64951', 'fix': '1', 'nsat': '09', 'HDOP': '0.98', 'alt': '3.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.56473640039674, 'Humidity': 41.52742809185931, 'Sampling Period': 22.653419494628906, 'PM1': 0.013822956010699272, 'PM2.5': 0.11202346533536911, 'PM10': 0.1548655778169632
'utc': '2020-05-18 03:30:29.936913', 'gpstime': '131203.00', 'lat': '5353.43334', 'lon': '00105.64813', 'fix': '1', 'nsat': '09', 'HDOP': '0.98', 'alt': '9.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.56473640039674, 'Humidity': 39.74212252994583, 'Sampling Period': 10.17463493347168, 'PM1': 2.4537861347198486, 'PM2.5': 8.019801139831543, 'PM10': 30.81564712524414
'utc': '2020-05-18 03:30:40.108075', 'gpstime': '131213.00', 'lat': '5353.43521', 'lon': '00105.64759', 'fix': '1', 'nsat': '09', 'HDOP': '0.98', 'alt': '13.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.594110017547877, 'Humidity': 40.276188296330204, 'Sampling Period': 10.16812801361084, 'PM1': 2.1513938903808594, 'PM2.5': 8.205559730529785, 'PM10': 14.775354385375977
'utc': '2020-05-18 03:30:50.259451', 'gpstime': '131223.00', 'lat': '5353.43675', 'lon': '00105.64738', 'fix': '1', 'nsat': '09', 'HDOP': '0.98', 'alt': '16.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.580758373388264, 'Humidity': 40.524910353246355, 'Sampling Period': 10.1681489944458, 'PM1': 2.640977144241333, 'PM2.5': 6.908928871154785, 'PM10': 16.868465423583984
'utc': '2020-05-18 03:31:00.412187', 'gpstime': '131233.00', 'lat': '5353.43732', 'lon': '00105.64691', 'fix': '1', 'nsat': '09', 'HDOP': '0.98', 'alt': '18.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.623483634699014, 'Humidity': 40.56000610360876, 'Sampling Period': 10.166399955749512, 'PM1': 3.1119914054870605, 'PM2.5': 8.178609848022461, 'PM10': 17.921525955200195
'utc': '2020-05-18 03:31:10.580629', 'gpstime': '131244.00', 'lat': '5353.43786', 'lon': '00105.64645', 'fix': '1', 'nsat': '07', 'HDOP': '1.00', 'alt': '19.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.623483634699014, 'Humidity': 39.98779278248264, 'Sampling Period': 10.172138214111328, 'PM1': 2.028902530670166, 'PM2.5': 6.7582292556762695, 'PM10': 15.052009582519531
'utc': '2020-05-18 03:31:32.735059', 'gpstime': '131306.00', 'lat': '5353.43691', 'lon': '00105.64533', 'fix': '1', 'nsat': '08', 'HDOP': '0.98', 'alt': '18.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.623483634699014, 'Humidity': 39.974059662775616, 'Sampling Period': 22.220544815063477, 'PM1': 0.008329341188073158, 'PM2.5': 0.011399571783840656, 'PM10': 0.01147342287003994
'utc': '2020-05-18 03:31:42.927822', 'gpstime': '131316.00', 'lat': '5353.43499', 'lon': '00105.64553', 'fix': '1', 'nsat': '08', 'HDOP': '0.98', 'alt': '15.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.56473640039674, 'Humidity': 40.53864347295338, 'Sampling Period': 10.164628982543945, 'PM1': 2.31247615814209, 'PM2.5': 8.097128868103027, 'PM10': 44.47468185424805
'utc': '2020-05-18 03:31:53.091639', 'gpstime': '131326.00', 'lat': '5353.43501', 'lon': '00105.64563', 'fix': '1', 'nsat': '08', 'HDOP': '0.98', 'alt': '14.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.60746166170749, 'Humidity': 40.360112916762034, 'Sampling Period': 10.168234825134277, 'PM1': 2.365938901901245, 'PM2.5': 8.348450660705566, 'PM10': 24.003677368164062
'utc': '2020-05-18 03:32:03.242872', 'gpstime': '131336.00', 'lat': '5353.43248', 'lon': '00105.64502', 'fix': '1', 'nsat': '09', 'HDOP': '0.93', 'alt': '9.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.69291218432899, 'Humidity': 41.223773556115056, 'Sampling Period': 10.168981552124023, 'PM1': 2.303863286972046, 'PM2.5': 7.598949432373047, 'PM10': 16.28038215637207
'utc': '2020-05-18 03:32:13.395496', 'gpstime': '131346.00', 'lat': '5353.43146', 'lon': '00105.64477', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '8.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.722285801480126, 'Humidity': 41.08644235904479, 'Sampling Period': 10.162581443786621, 'PM1': 2.4358367919921875, 'PM2.5': 7.948737621307373, 'PM10': 20.10887336730957
'utc': '2020-05-18 03:32:23.577759', 'gpstime': '131357.00', 'lat': '5353.43270', 'lon': '00105.64516', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '9.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.77836270695049, 'Humidity': 39.53002212558175, 'Sampling Period': 10.172884941101074, 'PM1': 0.28728583455085754, 'PM2.5': 1.469048261642456, 'PM10': 2.59025239944458
'utc': '2020-05-18 03:32:46.039616', 'gpstime': '131419.00', 'lat': '5353.43237', 'lon': '00105.64520', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '7.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.8050659952697, 'Humidity': 40.83009079118028, 'Sampling Period': 22.524202346801758, 'PM1': 0.002598037011921406, 'PM2.5': 0.002767474390566349, 'PM10': 0.002767474390566349
'utc': '2020-05-18 03:32:56.191186', 'gpstime': '131429.00', 'lat': '5353.43181', 'lon': '00105.64586', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '6.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.8050659952697, 'Humidity': 40.24414435034714, 'Sampling Period': 10.169386863708496, 'PM1': 2.5714077949523926, 'PM2.5': 7.2941460609436035, 'PM10': 12.709959030151367
'utc': '2020-05-18 03:33:06.343883', 'gpstime': '131439.00', 'lat': '5353.43137', 'lon': '00105.64448', 'fix': '1', 'nsat': '09', 'HDOP': '1.05', 'alt': '5.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.77836270695049, 'Humidity': 39.79552910658427, 'Sampling Period': 10.16482162475586, 'PM1': 2.3448171615600586, 'PM2.5': 8.20601749420166, 'PM10': 33.21372604370117
'utc': '2020-05-18 03:33:16.529118', 'gpstime': '131450.00', 'lat': '5353.43169', 'lon': '00105.64414', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '5.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.73563744563974, 'Humidity': 39.43999389639124, 'Sampling Period': 10.172203063964844, 'PM1': 2.0627334117889404, 'PM2.5': 8.027146339416504, 'PM10': 22.69210433959961
'utc': '2020-05-18 03:33:26.707835', 'gpstime': '131500.00', 'lat': '5353.43281', 'lon': '00105.64486', 'fix': '1', 'nsat': '09', 'HDOP': '0.97', 'alt': '6.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.706263828488588, 'Humidity': 39.270618753337914, 'Sampling Period': 10.165311813354492, 'PM1': 4.299604415893555, 'PM2.5': 9.785381317138672, 'PM10': 14.637083053588867
'utc': '2020-05-18 03:33:36.873548', 'gpstime': '131510.00', 'lat': '5353.43549', 'lon': '00105.64551', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '7.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.65018692301824, 'Humidity': 39.87792782482643, 'Sampling Period': 10.172203063964844, 'PM1': 10.808022499084473, 'PM2.5': 19.186397552490234, 'PM10': 78.06324005126953
'utc': '2020-05-18 03:33:59.139378', 'gpstime': '131532.00', 'lat': '5353.45125', 'lon': '00105.66095', 'fix': '1', 'nsat': '09', 'HDOP': '0.93', 'alt': '9.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.623483634699014, 'Humidity': 40.47455558098726, 'Sampling Period': 22.3261661529541, 'PM1': 0.23388338088989258, 'PM2.5': 0.2574825584888458, 'PM10': 0.25772643089294434
'utc': '2020-05-18 03:34:09.292496', 'gpstime': '131542.00', 'lat': '5353.45732', 'lon': '00105.66828', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '10.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.551384756237127, 'Humidity': 40.49591821164263, 'Sampling Period': 10.169685363769531, 'PM1': 48.27705383300781, 'PM2.5': 57.87009048461914, 'PM10': 70.92467498779297
'utc': '2020-05-18 03:34:19.460697', 'gpstime': '131552.00', 'lat': '5353.46229', 'lon': '00105.67719', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '10.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.5246814679179, 'Humidity': 40.58899824521248, 'Sampling Period': 10.171732902526855, 'PM1': 19.56938934326172, 'PM2.5': 23.03529167175293, 'PM10': 27.777467727661133
'utc': '2020-05-18 03:34:29.630847', 'gpstime': '131603.00', 'lat': '5353.46824', 'lon': '00105.68799', 'fix': '1', 'nsat': '10', 'HDOP': '0.92', 'alt': '10.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.495307850766764, 'Humidity': 39.88860914015412, 'Sampling Period': 10.172479629516602, 'PM1': 42.48564910888672, 'PM2.5': 50.45524978637695, 'PM10': 56.340599060058594
